country,city,company_name,type,contact_name,contact_role,email,phone,website,linkedin_company,linkedin_contact,investment_focus,geographic_focus,estimated_ticket,italy_interest,luxury_real_estate,hospitality_interest,fit_score,verification_status,source_1,source_2,notes,last_verified
United Arab Emirates,Dubai,Chestertons MENA,luxury_agency,John Stevens,Chief Executive Officer,dubai@chestertons.com,+971 4 381 0200,https://www.chestertonsmena.com,https://www.linkedin.com/company/chestertonsmena,https://www.linkedin.com/in/johnstevens2,"Residential and commercial agency, valuation and advisory; UK-heritage luxury brand in the UAE","Dubai and Abu Dhabi, with the historic Chestertons network in the UK",unknown,unclear,yes,unclear,6,verified,https://www.chestertonsmena.com/contact/,https://www.linkedin.com/company/chestertonsmena,"Official contact page lists Office 2503, Marina Plaza, Dubai Marina; dubai@chestertons.com; +971 4 381 0200. Abu Dhabi office: Tamouh Tower, Al Reem Island, abudhabi@chestertons.com. John Stevens is identified as CEO on the company LinkedIn. Mix of consultancy and residential; included as a UK luxury-heritage firm with UAE UHNW reach, not as a mass off-plan broker.",2026-08-27
United Arab Emirates,Dubai,Hamptons International Dubai,luxury_agency,,,enquiries@hamptons.ae,+971 4 366 1662,https://www.hamptons.ae,https://www.linkedin.com/company/hamptonsdxb,,Residential sales and letting with UK Hamptons heritage and international marketing of Dubai property,"Dubai, with the historic Hamptons brand in the UK",unknown,unclear,yes,no,6,verified,https://www.hamptons.ae/en/contact-us/,https://www.hamptons.ae/en/sell-property-in-dubai/,"Official contact page lists enquiries@hamptons.ae; +971 4 366 1662; head office Emaar Business Park, The Greens, Building 3, First Floor. Sell page states the firm can market property to international as well as local buyers. Emaar-group affiliated brokerage; broader than pure trophy, but the UK luxury brand and published international marketing capability are relevant for UHNW introductions. Named sales MD not published on the contact page.",2026-08-27
United Arab Emirates,Dubai,Allsopp & Allsopp Private Office,luxury_agency,,,,+971 4 429 4444,https://www.allsoppandallsopp.com/private-office,https://www.linkedin.com/company/allsopp-%26-allsopp,,UHNW and family-office advisory; off-market residential at AED 25 million and above,"Dubai trophy residential, with claimed global UHNW marketing",AED 25M+ private-office threshold (about €6M+),unclear,yes,unclear,7,partially_verified,https://www.allsoppandallsopp.com/private-office,https://www.allsoppandallsopp.com/dubai/about-us/news-videos/1753-an-update-from-allsopp-allsopp,"Official Private Office page states the division serves HNWI/UHNWI and family offices and specialises in properties valued at AED 25 million and above, with off-market presentation and international marketing. Parent firm is a large Dubai brokerage; this row is the private-office division only. No dedicated Private Office email is published on that page (parent media email e.bates@allsoppandallsopp.com is press-only). Phone is the published company line. Ticket threshold is compatible with a €6M–€12M Italian estate.",2026-08-27
United Arab Emirates,Dubai,Origin Private Office,luxury_agency,Ross Savas,Senior Managing Partner,,,https://www.originpo.com,https://www.linkedin.com/company/originpo,,"Private-office, concierge and ultra-luxury brokerage for globally mobile UHNW clients; off-market acquisitions and sales","Offices in Dubai, Abu Dhabi, Singapore and New York; claims 10+ luxury markets",unknown,unclear,yes,unclear,8,partially_verified,https://www.originpo.com/,https://www.originpo.com/about,"Official site names Ross Savas as Senior Managing Partner and Georgina Atkinson as Managing Partner. Dubai office: The One Tower, Sheikh Zayed Road; Abu Dhabi office: Sky Tower, Al Reem Island. No public email or phone is published on the homepage or about page, so those fields are empty. Included because it is a relationship-led UHNW private office with cross-border real-estate execution, a plausible introduction channel for a trophy Italian coastal estate.",2026-08-27
United Arab Emirates,Dubai,Driven Properties,luxury_agency,Abdullah Al Ajaji,Founder and CEO,info@drivenproperties.com,+971 4 429 7040,https://www.drivenproperties.com,https://www.linkedin.com/company/driven-properties-real-estate,,Luxury residential brokerage; Forbes Global Properties exclusive UAE member; European luxury listings via Spain office,"Dubai HQ with published luxury offices in Spain (Madrid), plus other international branches",unknown,unclear,yes,unclear,7,verified,https://www.drivenproperties.es/en,https://www.forbesglobalproperties.com/members/driven-properties,"Forbes Global Properties lists Driven as its UAE member. Official Spain-site footer publishes Dubai HQ at Office 101, Emaar Square 3, Downtown Dubai; +971 4 429 7040; info@drivenproperties.com. Spain office lists Costa del Sol, Madrid and Balearic Islands luxury stock, evidencing a European luxury desk. Parent brokerage is broader than trophy-only; included for the FGP network and European buyer/listing capability. Founder/CEO Abdullah Al Ajaji is publicly identified; personal email not published.",2026-08-27
United Arab Emirates,Dubai,V Capital,luxury_agency,,,advisory@vcapital.ae,+971 55 554 0762,https://www.vcapital.ae,,,"Private portfolio curation of Dubai trophy and waterfront villas for HNIs, family offices and global buyers",Dubai ultra-luxury districts; inbound global capital including European buyers,unknown,unclear,yes,unclear,6,verified,https://www.vcapital.ae/,https://www.vcapital.ae/,"Official site publishes advisory@vcapital.ae and WhatsApp +971 55 554 0762 and describes private curation of trophy assets, waterfront villas and branded residences exclusively for HNIs and family offices. Mandate is primarily Dubai inbound rather than Italian outbound, so fit is as a UHNW introducer rather than an Italy specialist. Named principal not published on the homepage.",2026-08-27
United Arab Emirates,Dubai,Espace Real Estate,luxury_agency,John Lyons,Managing Director,,+971 4 306 9999,https://www.espace.ae,https://www.linkedin.com/company/espace-real-estate,,"Prime Dubai residential sales and leasing, including AED 10M–30M+ villas",Dubai prime villa and townhouse communities,unknown,no,yes,no,6,partially_verified,https://www.espace.ae/meet-the-team-detail/john-lyons,https://www.espace.ae/contact,"Recognised Dubai prime/luxury specialist. Official team page names John Lyons as Managing Director. Company LinkedIn publishes +971 4 306 9999. Contact page has no published email, so email is empty. Italy/international desk not evidenced; included as a UHNW Dubai villa specialist that may know resident buyers of European second homes. Score capped because activity is Dubai-centric.",2026-08-27
United Arab Emirates,Dubai,Exclusive Links Real Estate Brokers,luxury_agency,Zarah Evans,Director / Partner,enquiry@exclusive-links.com,+971 4 399 4937,https://www.exclusive-links.com,https://www.linkedin.com/company/exclusive-links-real-estate-brokers,,Residential brokerage including an Elite Collection for higher-value homes; international client base,"Dubai, with company presence also cited in the UK, South Africa, Ireland and Brazil",unknown,unclear,yes,no,5,verified,https://www.exclusive-links.com/contact-exclusive-links/,https://www.linkedin.com/company/exclusive-links-real-estate-brokers,"Official contact page lists enquiry@exclusive-links.com and +971 4 399 4937 / +971 50 378 1097. Directors Louise Heatley and Zarah Evans are named in company materials. Mix of general brokerage and higher-end stock; included only as a Priority B introducer, not a trophy specialist. Italy coverage not evidenced.",2026-08-27
United Arab Emirates,Abu Dhabi,Eagle Hills,real_estate_investor,Mohamed Alabbar,Chairman,info@eaglehills.com,+971 2 497 9999,https://eaglehills.com,https://www.linkedin.com/company/eagle-hills,,"Large-scale mixed-use and luxury hospitality real estate development, including European hotel assets","UAE HQ with projects across Europe, Africa and the Middle East, including Grand Hotel Des Bains, Venice",typical developments far above €6M–€12M; unknown for single-asset acquisitions,yes,yes,yes,8,verified,https://eaglehills.com/contact-us/,https://www.bloomberg.com/news/articles/2025-11-18/burj-khalifa-developer-eyes-italy-in-global-property-push,"Official contact page lists 9th Floor, Capital Plaza Towers, Corniche Street, Abu Dhabi; info@eaglehills.com; +971 2 497 9999. Company site lists Grand Hotel Des Bains, Venice among projects. Bloomberg reported Mohamed Alabbar separately bought Castello di Antognolla in Umbria for about $55 million as a personal investment. Institutional tickets are typically much larger than €6M–€12M; included because of demonstrated Italian luxury/hospitality activity and as a strategic introduction path, not as a likely bidder at this ticket.",2026-08-27
United Arab Emirates,Dubai,Jumeirah Group,hospitality_investor,Edgar Ollé,"Global Vice President of Development, Hotels & Branded Residences",development@jumeirah.com,+971 4 366 5000,https://www.jumeirah.com,https://www.linkedin.com/company/jumeirah,https://www.linkedin.com/in/edgar-oll%C3%A9-33195628,Luxury hotel and branded-residence development and management; European coastal and city hotels,"Dubai-headquartered (Dubai Holding); Europe including Capri, London, Mallorca and Geneva",unknown; typical hotels larger than €6M–€12M,yes,yes,yes,8,verified,https://www.jumeirah.com/en/jumeirah-group/contact-us,https://www.jumeirah.com/en/stay/italy/jumeirah-capri-palace,"Official corporate contact page publishes Jumeirah Development Department email development@jumeirah.com and +971 4 366 5000 / +971 4 366 5070; HQ Level 5, Building 5, Dubai Design District. Jumeirah Capri Palace in Anacapri is an operating Italian coastal luxury hotel in the portfolio. Role of Edgar Ollé is from his public LinkedIn as Global VP Development; the published development inbox is the verified email. More likely as a hospitality/operator introduction than as an acquirer of a single €6M–€12M residence.",2026-08-27
United Arab Emirates,Dubai,Al Habtoor Group,hospitality_investor,Khalaf Ahmad Al Habtoor,Founder and Chairman,,+971 4 394 1444,https://www.habtoor.com,https://www.linkedin.com/company/al-habtoor-group,,Luxury hotel ownership and real estate; European trophy hotels,"Dubai HQ with owned hotels in Vienna, London, Budapest and elsewhere",disclosed European hotel deals well above €6M–€12M,unclear,yes,yes,7,partially_verified,https://www.habtoor.com/en/25/contact/,https://www.hotel-online.com/news/al-habtoor-investment-acquires-starwoods-hotel-imperial-a-luxury-collection,"Official contact page lists Al Wasl Road, Al Safa 2, PO Box 25444, Dubai and +971 4 394 1444; no public sales/investment email on that page. Press coverage of Al Habtoor Investment's acquisition of Hotel Imperial Vienna for $78.8 million and Hilton London Wembley evidences European luxury-hotel ownership. Included as a hospitality investor with European trophy-hotel DNA; ticket size of disclosed deals is larger than this asset.",2026-08-27
United Arab Emirates,Dubai,Kerzner International,hospitality_investor,,Development,Development@kerzner.com,+971 4 524 4000,https://www.kerzner.com,,,"Ultra-luxury resorts and branded residences (Atlantis, One&Only and related brands)",Global corporate office in Dubai; luxury resort destinations worldwide,unknown; typical resorts far above €6M–€12M,unclear,yes,yes,7,verified,https://www.kerzner.com/contact-us,https://www.kerzner.com/contact-us,"Official contact page lists Global Corporate Office at One Central, The Offices Building 2, 9th Floor, World Trade Centre, Dubai; +971 4 524 4000; Development@kerzner.com. Relevant as a luxury coastal/resort operator that might consider a southern-Italy hospitality conversion, not as a likely buyer of a single villa at this ticket. Named development principal not published on the contact page.",2026-08-27
United Arab Emirates,Dubai,JA Resorts & Hotels,hospitality_investor,Ralph Porciani,Chief Executive Officer,,+971 4 814 5555,https://www.jaresortshotels.com,https://www.linkedin.com/company/jaresorts,,Luxury and heritage hotels and resorts; recent European hotel acquisitions,"Dubai-headquartered (Dutco Group); UAE, Maldives and UK (Scotland) hotels",unknown; UK hotel acquisitions larger than €6M–€12M,unclear,unclear,yes,7,partially_verified,https://www.travelandtourworld.com/news/article/ja-resorts-hotels-expands-into-uk-with-mar-hall-golf-spa-resort-and-the-bruntsfield-marking-major-milestone-in-global-growth/,https://source.jaresortshotels.com/contact-us,"JA Resorts, part of Dutco Group, acquired Mar Hall Golf & Spa Resort and The Bruntsfield in Scotland, evidencing a strategy of buying European heritage hospitality assets. Published hotel emails are reservations-only, so corporate investment email is empty. Phone is the published Dubai hotel/corporate line +971 4 814 5555. CEO Ralph Porciani is named in acquisition coverage. Fit is as a hospitality acquirer of characterful European assets, not a residential broker.",2026-08-27
United Arab Emirates,Dubai,FIVE Holdings,hospitality_investor,Kabir Mulchandani,Founder and Chairman,investor.relations@fiveglobalholdings.com,+971 4 423 2879,https://five-holdings.com,https://www.linkedin.com/company/fiveglobalholdings,,"Vertically integrated luxury hotels, branded entertainment hospitality and related real estate","Dubai hotels plus FIVE Zurich and Pacha/Destino hospitality assets in Ibiza, Spain",unknown,unclear,yes,yes,8,verified,https://five-holdings.com/home/,https://www.five-holdings.com/wp-content/uploads/2024/04/FIVE-reports-69-revenue-growth-and-55-EBITDA-growth-in-FY-2023.pdf,Official site confirms Dubai luxury hotels and FIVE Zurich. FY2023 results PDF publishes investor.relations@fiveglobalholdings.com and describes the Pacha Group acquisition in Spain (Ibiza hotels/nightlife). Company LinkedIn lists +971 4 423 2879 and Boulevard Plaza Tower 1 office. European coastal leisure DNA is relevant to an Amalfi-coast hospitality/leisure reading of the asset; typical owned hotels are larger than €6M–€12M.,2026-08-27
United Arab Emirates,Dubai,Arzan Investment Management,hospitality_investor,Hubert Viriot,"Partner, Hospitality",,,https://www.arzanim.com,,,"Hospitality, residential and special-situations real estate; GCC hospitality fund platform; EMEA and US opportunistic deals",DIFC HQ with London and New York offices; European hospitality sourcing; Portugal hotel affiliates,disclosed Dubai hotel deal $325M; typical tickets larger than €6M–€12M,unclear,yes,yes,7,partially_verified,https://www.arzanim.com/,https://www.zawya.com/en/press-release/companies-news/arzan-investment-management-enters-binding-sale-and-purchase-agreement-for-fairmont-palm-dubai-da4tn5dq,"Official site: 601, Gate Village 8, DIFC, Dubai. Hubert Viriot leads hospitality strategy; Viktor Persson is Director, Hospitality focused on GCC and European hospitality opportunities; Carlos Leal previously ran Pine Cliffs Resort (Algarve) and Sheraton Cascais. Zawya: AIM agreed to acquire Fairmont The Palm for $325M. No public email/phone on the contact page. Included as a DIFC hospitality investor with an explicit European hospitality mandate; disclosed tickets are larger than this asset.",2026-08-27
United Arab Emirates,Dubai,SHUAA Capital,real_estate_investor,,,info@shuaa.com,+971 4 330 3600,https://www.shuaa.com,,,"Real estate investment, asset management and hospitality funds; high-end residential platforms including Northacre in the UK","UAE, UK and Eastern Europe real estate; Saudi hospitality funds",unknown,unclear,yes,yes,6,verified,https://www.shuaa.com/contact-us,https://www.shuaa.com/what-we-do/asset-management/real-estate/real-estate-fund-management,"Official contact page: The H Hotel Dubai, Office Tower 15th Floor, Office 1502; info@shuaa.com; +971 4 330 3600. Annual-report and platform pages describe real-estate activity including high-end residential (Northacre, UK) and Eastern Europe, plus CMA-regulated Saudi hospitality funds. Named real-estate MD not published on the contact page. Italy not specifically evidenced; included as a UAE platform with European luxury-residential and hospitality capability.",2026-08-27
United Arab Emirates,Dubai,MAG Group Holding,real_estate_investor,Talal Moafaq Al Gaddah,"Senior Executive Vice Chairman; CEO, MAG Property Development",info@mag.ae,+971 4 325 4660,https://www.mag.ae,,,Luxury wellness real estate and hospitality (Keturah / Ritz-Carlton Residences) plus European residential development,"Dubai DIFC HQ; Stabio Garden Living by Keturah in Switzerland, near the Italian border",disclosed Swiss project about $213M; unknown for single-asset acquisitions,unclear,yes,yes,6,verified,https://www.mag.ae/wp-content/uploads/2025/08/MAG-Group-Holding-Company-Profile.pdf,https://www.investmentmonitor.ai/news/mag-to-open-new-residential-project-in-switzerland/,"Official group profile PDF lists MAG Group Holding, 26th & 27th Floor, South Tower, Emirates Financial Towers, DIFC; info@mag.ae; +971 4 325 4660. Keturah is the luxury wellness/hospitality brand, including Ritz-Carlton Residences Dubai. Investment Monitor reported a $212.62m Stabio, Switzerland residential project. European activity is Switzerland rather than Italy; included as a UAE luxury/hospitality developer with a European beachhead.",2026-08-27
United Arab Emirates,Abu Dhabi,Rotana Hotel Management Corporation,hospitality_investor,Makram El Zyr,"Corporate Vice President, Development",,+971 2 699 4444,https://development.rotana.com/en/,https://www.linkedin.com/company/rotana,,"Hotel management, franchising and development partnerships across the Middle East, Africa, Eastern Europe and Turkey",Abu Dhabi HQ; 22 countries including Eastern Europe and Turkey,unknown,no,unclear,yes,5,partially_verified,https://development.rotana.com/en/,https://about.rotana.com/en/ourcompany/corporateexecutives,"Rotana's development portal and corporate executives page name Makram El Zyr as Corporate Vice President, Development. Company LinkedIn lists Abu Dhabi HQ and +971 2 699 4444. No public development email was confirmed on the fetched pages. Geographic focus is MENA/Eastern Europe/Turkey rather than Italy; included only as a Priority B hospitality operator that might consider a southern-Italy management contract.",2026-08-27
United Arab Emirates,Ras Al Khaimah,RAK Hospitality Holding,hospitality_investor,,,,+971 7 203 6000,https://rakhospitalityholding.com,,,"Hotel ownership and hospitality asset management in Ras Al Khaimah (Ritz-Carlton Al Wadi, Rixos, Hilton, Pullman and others)",Ras Al Khaimah / Al Marjan Island,unknown,no,unclear,yes,5,partially_verified,https://rakhospitalityholding.com/contact-us/,https://rakhospitalityholding.com/contact-us/,"Official contact page invites general and investment enquiries at +971 7 203 6000, PO Box 86000, Ras Al Khaimah; no public email published. Portfolio is RAK-centric luxury/upscale hotels. Included as a UAE hospitality owner that takes investment enquiries; no Italy evidence, so Priority B only.",2026-08-27
United Arab Emirates,Dubai,Safanad,private_capital,,,info@safanad.com,+971 52 571 3869,https://safanad.com,https://www.linkedin.com/company/safanad-inc,,"Principal investor across education, healthcare, digital infrastructure and real estate; real-estate platform focused on multifamily and hospitality",DIFC Dubai HQ with New York and Riyadh; firm states activity in the US and Europe; real-estate platform described as primarily US,unknown; historical transactions are institutional-scale,unclear,unclear,yes,6,verified,https://safanad.com/contact,https://safanad.com/,"Official contact page publishes info@safanad.com and Dubai office The Gate, District 4, West Tower, Level 6, Office Unit 5, DIFC; T +971 52 571 3869. Homepage describes a real-estate platform focused primarily on US multifamily and hospitality and says the firm operates in the US and Europe. Included as a DIFC principal/private-capital investor with hospitality real-estate capability; Italy and €6M–€12M single-asset tickets are not evidenced.",2026-08-27
United Arab Emirates,Dubai,Investbridge Capital,private_equity_real_estate,,,,+971 4 451 3234,https://investbridge.capital,,,Alternative investment and asset management with a real-estate practice focused on hospitality assets and niche opportunities across the capital stack,DFSA-regulated DIFC firm with a London office; GCC LP coverage,unknown,unclear,unclear,yes,6,partially_verified,https://investbridge.capital/,https://www.dfsa.ae/public-register/firms/investbridge-capital-limited,"Official site: Gate Village 6, Level 6, DIFC; +971 4 451 3234; real-estate practice focused on hospitality and niche opportunities. DFSA public register confirms Investbridge Capital Limited at the same address. No public email on the homepage, so email is empty. Relevant as a DIFC hospitality-real-estate investor/placement platform, not as a residential luxury broker.",2026-08-27
United Arab Emirates,Dubai,Handle Private Capital,private_capital,,,info@handle.ae,+971 4 313 2435,https://handle.ae,,,"Execution advisory for family offices and private capital, including UAE–EU family-office investment structures","Dubai (DIFC/onshore) with EU holding jurisdictions such as Luxembourg, Ireland and the Netherlands",unknown,unclear,unclear,unclear,6,verified,https://handle.ae/private-capital/contact-us/,https://handle.ae/private-capital/investor-governance/family-office-mandates/uae-eu-family-office-investments/,"Official contact page: Standard Chartered Tower, Emaar Square, Downtown Dubai; info@handle.ae; +971 4 313 2435 / +971 50 504 3000. Separate page describes structuring and executing UAE–EU family-office investments. Not a broker or principal buyer; included as a private-capital introducer to UAE family offices allocating into European assets.",2026-08-27
